,phenovaluecount,prephenovalue,postphenovalue
5192,6355,-,x
5193,39,None,x
5194,2,Brca1 rs4986852 a/g  known as s1040n ~ 35%,x
5195,1,none,x
5196,1,BRCA1 187(185)delAG mutation,x
5197,1,BRCA1 rs4986852 A/G  known as S1040N ~ 35%,x
5198,1,BRCA1,x
5199,1,Several snps worrisome for increased breast cancer risk & increased metastases. Paternal grandmother had breast cancer. I have dense fibrous areas in breast that doctors monitor closely.,x
5200,1,Brca1,x
5201,1,Several snps worrisome for increased breast cancer risk & increased metastases. paternal grandmother had breast cancer. i have dense fibrous areas in breast that doctors monitor closely.,x
5202,1,Multiple pathogenic mutations ,x
5203,1,BRCA2 c.4829_4830del,x
5204,Phenotype,Enjoy watching TV,x
5205,6088,-,x
5206,68,Yes,x
5207,50,Yes (i enjoy watching tv) ,x
5208,41,Moderate,x
5209,33,Very little,x
5210,30,No,x
5211,29,I have no tv but i enjoy watching hulu/netflix/youtube/other streaming video,x
5212,18,Only specific shows,x
5213,14,yes,x
5214,10,no,x
5215,7,Somenost stuff on now is garbage,x
5216,4,Light to moderate-only a good movie every now and then,x
5217,3,I have no TV but I enjoy watching Hulu/Netflix/Youtube/other streaming video,x
5218,2,Most stuff now on tv isent worth watching89% garbage,x
5219,2,most stuff now on tv isent worth watching89% garbage,x
5220,2,I choose not to watch commercial television/ prefer research/ self guided learning (many subjects) online to occupy free time.,x
5221,1,moderate,x
5222,1,Light to moderate-Only a good movie every now and then,x
5223,1,Watch TV but prefer streaming and as adjunct to exercise,x
5224,1,I have to be doing something else at the same time cannot and do not enjoy solely focusing on a show or a money,x
5225,Phenotype,brown hair colour blue eyes,x
5226,6322,-,x
5227,39,Brown hair blue eyes,x
5228,11,Brown hair brown eyes,x
5229,7,Blond hair blue eyes,x
5230,5,Brown hair green eyes,x
5231,5,Brown hair color hazel eyes,x
5232,4,No,x
5233,3,Brown,x
5234,3,caucasian,x
5235,2,Blond hair green eyes,x
5236,1,brown hair green eyes,x
5237,1,brown,x
5238,1,Heterochromia ,x
5239,1,caucasion,x
5240,Phenotype,Number of toes,x
5241,5932,-,x
5242,402,10 (5 + 5),x
5243,71,10,x
5244,Phenotype,prognathism,x
5245,6190,-,x
5246,179,No (normal jaw),x
5247,14,Overbite ,x
5248,9,Maxillary prognathism,x
5249,8,Mandibular prognathism,x
5250,3,no (normal jaw),x
5251,1,Maxillary Prognathism,x
5252,1,Class 2 occlusion ,x
5253,Phenotype,Interest in Spirituality and Mysticism,x
5254,6052,-,x
5255,94,None,x
5256,90,Strong,x
5257,29,Slight,x
5258,28,Agnostic but highly interested at times,x
5259,22,Medium,x
5260,20,Academic,x
5261,18,I belive in the spirits and the other side,x
5262,18,This is not a measurable phenotype..,x
5263,8,Yes,x
5264,7,academic,x
5265,6,medium,x
5266,5,Strong interest in childhood then interested in philosophy science & psychology as an adult,x
5267,4,STRONG,x
5268,2,none,x
5269,2,agnostic but highly interested at times,x
5270,Phenotype,Nickel Dermatitis,Nickel Dermatitis
5271,6281,-,-
5272,59,No,No
5273,42,Yes,yes
5274,17,Don't know,U
5275,3,Had as a child went away as an adult.,U
5276,1,Probably,U
5277,1,Not personally my daughter has it,U
5278,1,sometimes,yes
5279,Phenotype,Good / poor eater as child,x
5280,6075,-,x
5281,124,Good eater,x
5282,64,Picky eater,x
5283,53,Poor eater,x
5284,27,Eat a lot of different things,x
5285,15,Average,x
5286,12,poor eater,x
5287,12,Good but picky as a child,x
5288,9,good eater,x
5289,8,eat a lot of different things,x
5290,3,Good Eater,x
5291,1,picky eater,x
5292,1,good but picky as a child,x
5293,1,Poor due to food allergies/sensitivities,x
5294,Phenotype,Hashimoto's,Hashimoto's
5295,6236,-,-
5296,104,No,No
5297,39,Yes,Yes
5298,14,Dont know,U
5299,8,Suspect hashimoto's but not confirmed,U
5300,3,No but one of my parents has it,U
5301,1,suspect Hashimoto's but not confirmed,U
5302,Phenotype,hair on fingers,x
5303,6095,-,x
5304,89,Slight,x
5305,69,Yes,x
5306,59,No hair from top of finger to second knuckle.,x
5307,52,No,xx
5308,15,Not visible but is there slightly,x
5309,11,slight,x
5310,8,no,x
5311,6,yes,x
5312,1,not visible but is there slightly,x
5313,Phenotype,Dyslexia,Dyslexia
5314,6106,-,-
5315,247,No,No
5316,22,Yes,Yes
5317,15,Yes mild,Yes
5318,7,Dyslexic symptoms not diagnosed,U
5319,5,Very slight after the age of 30,U
5320,1,not until age > 50 years,U
5321,1,very slight after the age of 30,U
5322,1,slightly since mid-40s,U
5323,Phenotype,Musical Perfect Pitch,x
5324,6162,-,x
5325,142,No,x
5326,41,Yes,x
5327,34,I have musical abilities,x
5328,11,No musical ability,x
5329,9,I dont know,x
5330,5,I have good relative pitch sometimes bordering on perfect pitch. ,x
5331,1,Used to be able to when i was younger and could hear better,x
5332,Phenotype,Mirror Touch Synesthesia,x
5333,6359,-,x
5334,38,No,x
5335,4,Present,x
5336,1,Sometimes I apologize to objects when I bump into them,x
5337,1,Sometimes i apologize to objects when i bump into them,x
5338,1,Yes but more like I feel the emotion being mirrored.,x
5339,1,No but vision/sound to touch synaesthesia (i feel a phantom touch when i see objects or hear sounds),x
5340,Phenotype,syndactyly,x
5341,6319,-,x
5342,78,None,x
5343,4,2nd & 3rd toes,x
5344,2,Both hands,x
5345,1,right hand only between middle and ring finger,x
5346,1,Right hand only between middle and ring finger,x
5347,Phenotype,Eye Color,x
5348,6238,-,x
5349,42,Brown,x
5350,36,Blue,x
5351,25,Hazel,x
5352,11,Dark gray blue green (central heterochromia) yellow/brown ring around pupil ,x
5353,10,Light gray/blue. amber/med brown on sphincter. gray ring around outer edge. flecks (nevi).,x
5354,10,Dark brown,x
5355,6,Changes with mood blue/grey/green,x
5356,4,Green,x
5357,4,Light green,x
5358,3,Blue/green/gold,x
5359,2,changes with mood blue/grey/green,x
5360,2,Light brown with dark green tint,x
5361,1,Light Gray/Blue. Amber/Med Brown on Sphincter. Gray ring around outer edge. Flecks (Nevi).,x
5362,1,Light Green,x
5363,1,Dark blue,x
5364,1,blue-brown heterochomia,x
5365,1,Blue-brown heterochomia,x
5366,1,light brown with dark green tint,x
5367,1,blue/green/gold,x
5368,1,Blue/Green/Grey - changes with lighting and clothing,x
5369,1,Hazel/Yellow,x
5370,1,green,x
5371,1,Hazel/yellow,x
5372,1,Blue/green/grey - changes with lighting and clothing,x
5373,Phenotype,Gorlin sign,x
5374,6386,-,x
5375,14,No,x
5376,3,Yes i do have the ability to touch the tip of my nose with my tongue,x
5377,2,Yes I do have the ability to touch the tip of my nose with my tongue,x
5378,Phenotype,Female with Ring Finger longer than Index Finger,x
5379,6306,-,x
5380,56,Yes,x
5381,29,No,x
5382,10,N/a (male),x
5383,2,N/A (Male),x
5384,1,only on left hand,x
5385,1,Only on left hand,x
5386,Phenotype,ABO Rh ,x
5387,6120,-,x
5388,60,A+,x
5389,44,A-,x
5390,36,O +,x
5391,36,O-,x
5392,29,B+,x
5393,26,O+,x
5394,15,Ab+,x
5395,11,Rh-,x
5396,7,B-,x
5397,6,0+,x
5398,5,Rh+ (+/+) ,x
5399,2,rh-,x
5400,2,Rh+,x
5401,1,b+/-,x
5402,1,AB+,x
5403,1,AB-,x
5404,1,ABO+,x
5405,1,Ab-,x
5406,1,Abo+,x
5407,Phenotype,Aspirin Allergy,Aspirin Allergy
5408,5960,-,-
5409,388,No,No
5410,24,Yes,Yes
5411,11,Sensitive to aspirin,Yes
5412,10,Intolerant but not allergic,Yes
5413,6,Unknown,U
5414,2,Gi bleed from any nsaids,U
5415,1,intolerant but not allergic,Yes
5416,1,sensitive to aspirin,Yes
5417,1,GI bleed from any NSAIDs,U
5418,1,Was allergic until 35 years old and suddenly was not.,U
5419,Phenotype,Age you started wearing glasses,x
5420,5999,-,x
5421,40,Don't wear,x
5422,24,7,x
5423,23,9,x
5424,23,13,x
5425,23,11,x
5426,17,40 reading,x
5427,15,First grade 8 yrs soon as tested,x
5428,15,17,x
5429,15,10,x
5430,15,6,x
5431,14,16,x
5432,13,24,x
5433,11,8,x
5434,11,14,x
5435,11,33 (distance),x
5436,10,12,x
5437,9,15,x
5438,8,Got them as a child but did not need them till college,x
5439,8,45,x
5440,7,43 reading,x
5441,7,5,x
5442,6,3,x
5443,5,12 but should have started at 9,x
5444,5,23,x
5445,5,50 reading,x
5446,5,50,x
5447,4,Reading after 40 but only super small print and when tired,x
5448,3,47,x
5449,3,4,x
5450,3,Never. better than 20/20 vision.,x
5451,3,42,x
5452,3,30,x
5453,3,35,x
5454,3,20,x
5455,3,33 reading,x
5456,3,53,x
5457,3,25,x
5458,3,21,x
5459,2,60 to read no distance probs yet.,x
5460,2,26,x
5461,2,29,x
5462,2,34,x
5463,2,first grade 8 yrs soon as tested,x
5464,2,22 after first pregnancy ,x
5465,2,12 distance,x
5466,1,19,x
5467,1,1,x
5468,1,18,x
5469,1,Don't Wear,x
5470,1,40,x
5471,1,Never. Better than 20/20 vision.,x
5472,1,6 years after an accident ,x
5473,1,38,x
5474,1,27,x
5475,1,nan,x
5476,Phenotype,Keloid,x
5477,6231,-,x
5478,122,None,x
5479,17,Yes,x
5480,15,Few,x
5481,10,Genetic trait possibly connected to amount of melanin in skin(pigmentation),x
5482,3,rs873549,x
5483,2,Just one,x
5484,1,Rs873549,x
5485,1,Rs873549 TT,x
5486,1,Rs873549 tt,x
5487,1,Rs873549 T/T,x
5488,1,Rs873549 ct ,x
5489,Phenotype,Moles raised,x
5490,6138,-,x
5491,73,Few,x
5492,60,Some,x
5493,46,None,x
5494,40,Many,x
5495,19,Some are slightly raised,x
5496,10,Rare,x
5497,5,few,x
5498,4,5-10,x
5499,4,1,x
5500,2,2 removed,x
5501,2,2,x
5502,1,rare,x
5503,1,I haven't raised any moles,x
5504,Phenotype,Pheochromocytoma,x
5505,6346,-,x
5506,53,No,x
5507,3,Have no ideal,x
5508,2,have no ideal,x
5509,1,DX'd at 40 with pheo.,x
5510,Phenotype,Fat-pad knee syndrome,x
5511,6200,-,x
5512,198,No,x
5513,5,Yes,x
5514,2,yes,x
5515,Phenotype,Multiple Sclerosis,x
5516,6217,-,x
5517,169,None,x
5518,3,Relapsing remitting,x
5519,2,i have a sister with it and i think i may also,x
5520,2,Unknown,x
5521,1,Relapsing Remitting,x
5522,1,my mom has it and I am yet to be diagnosed but think so,x
5523,1,symptoms but testing negative,x
5524,1,Relapsing Progressive,x
5525,1,none,x
5526,1,I have a sister with it and i think i may also,x
5527,1,Tingling and neurodegeneration happening. Strong autoimmune problems. Concerned about eventual increased risk of MS,x
5528,1,My mom has it and i am yet to be diagnosed but think so,x
5529,1,unknown,x
5530,1,Relapsing progressive,x
5531,1,Tingling and neurodegeneration happening. strong autoimmune problems. concerned about eventual increased risk of ms,x
5532,1,RRMS,x
5533,Phenotype,Preference for Loud Music,x
5534,6153,-,x
5535,64,I like loud music but not excessivly.,x
5536,43,None/dislikes ,x
5537,30,No loud noises especially high pitches hurt my ears,x
5538,24,Strongly dislike loud music,x
5539,23,Yes,x
5540,18,Depends on my mood. sometimes yes sometimes no.,x
5541,17,No,x
5542,10,Yes in youth now no,x
5543,7,No auditory processing disorder,x
5544,6,Yes (but i like soft too),x
5545,3,> 85,x
5546,2,Depends on my mood. Sometimes yes sometimes no.,x
5547,1,None/Dislikes ,x
5548,1,yes in youth now no,x
5549,1,No Auditory Processing Disorder,x
5550,1,i like loud music but not excessivly.,x
5551,1,Yes (but I like soft too),x
5552,Phenotype,(male) penis releases pre-cum when sexually aroused.,x
5553,6254,-,x
5554,66,Yes,x
5555,28,N/a,x
5556,20,No,x
5557,18,Very little,x
5558,11,Yuck. female,x
5559,4,nan,x
5560,2,no,x
5561,1,yuck. female,x
5562,1,Well I guess I could buy one that is hollow and get some fake stuff to imitate that happening lol ,x
5563,Phenotype,apthous in mouth tendency,apthous in mouth tendency
5564,6282,-,-
5565,41,Never,No
5566,33,Rare,U
5567,23,Often,Yes
5568,13,Sometimes,Yes
5569,5,When i was young not now,U
5570,2,often,Yes
5571,2,Exclusively after eating pineapple,U
5572,1,when I was young not now,U
5573,1,Exclusively after eating wheat,U
5574,1,So you want me to  answer your ??? go hunt the answers come on please,U
5575,1,if this is aphthous then yes w/acidic food,U
5576,Phenotype,Hypertriglyceridemia,Hypertriglyceridemia
5577,6328,-,-
5578,23,No,No
5579,14,Normal,U
5580,13,High ,Yes
5581,11,Not diagnosed,U
5582,7,Borderline high,U
5583,3,high ,Yes
5584,2,Very High: 500 mg/dL or above,Yes
5585,2,Very low: 31 mg/dl on last test,No
5586,1,Very low: 31 mg/dL on last test,No
5587,1,Very high: 500 mg/dl or above,Yes
5588,Phenotype,Broad face,x
5589,6299,-,x
5590,84,No,x
5591,22,Broad face,x
5592,Phenotype,You look like the flame of the fire?,x
5593,6301,-,x
5594,26,I like,x
5595,20,I don't understand,x
5596,18,Very pale white,x
5597,12,Huh?,x
5598,10,Yes,x
5599,9,No,x
5600,3,Thats stupid,x
5601,2,Average white skin dishwater blonde hair,x
5602,2,Really?,x
5603,1,really?,x
5604,1,dark skin,x
5605,Phenotype,Enjoy riding a motorbike,Enjoy riding a motorbike
5606,6243,-,-
5607,80,Yes,Yes
5608,45,No,No
5609,20,Do not know,U
5610,17,Yes when younger.,U
5611,Phenotype,Dupuytren's disease,x
5612,6353,-,x
5613,40,No,x
5614,4,Yes bilaterally,x
5615,3,Not officially diagnosed but told contractures of fingers ,x
5616,2,Yes left hand very minor right hand,x
5617,1,Yes No Hand left Hand right Both Hands Penis Foot,x
5618,1,yes bilaterally,x
5619,1,Mild in right/dominant hand only,x
5620,Phenotype,Laterality,x
5621,6340,-,x
5622,34,All right sided,x
5623,12,All left sided (foot hand ear eye),x
5624,5,Right foot left eye both hands,x
5625,4,right hand right foot left eye left ear,x
5626,3,Right hand right foot left eye left ear,x
5627,2,Ambydextious right eye ear foot,x
5628,2,Ambidexterous hands and eyes,x
5629,1,Right foot Left eye Both hands,x
5630,1,Right hand right eye left leg,x
5631,1,my whole left side is my problem side from foot to toe,x
5632,Phenotype,Seborrhoeic Dermatitis,Seborrhoeic Dermatitis
5633,6289,-,-
5634,68,No,No
5635,33,Yes,Yes
5636,12,Mild,Yes
5637,2,No but several family members,No
5638,1,no but several family members,No
5639,Phenotype,Insect bites and stings,x
5640,6181,-,x
5641,101,I'm not allergic ,x
5642,38,Sensitive to mosquito bites,x
5643,21,Mild sensitivity (small to medium wealts) to mosquitoes spiders wasps & bed-bugs.,x
5644,17,Very sensitive,x
5645,15,Mosquito magnet,x
5646,10,Bee allergy,x
5647,7,Huge intensely itchy long lasting wheals with most insect bites ,x
5648,3,allergic to stings of hornets,x
5649,2,very sensitive,x
5650,2,Very sensitive and allergic to stings of spiders,x
5651,2,Allergic to ant bites,x
5652,2,Mosquito & gnat magnet - developed anaphylaxis reaction to ants (fire) over time,x
5653,1,bee allergy,x
5654,1,Mosquito Magnet,x
5655,1,Mosquito & gnat Magnet - developed anaphylaxis reaction to ants (fire) over time,x
5656,1,very sensitive and allergic to stings of spiders,x
5657,Phenotype,Cardiac Arterial Disease,x
5658,6309,-,x
5659,72,No,x
5660,9,Dont know,x
5661,5,Severe,x
5662,4,Partly,x
5663,2,Yes,x
5664,2,Structural abnormalities,x
5665,1,yes,x
5666,1,Yes multiple mild ,x
5667,Phenotype,Sense of smell,x
5668,6121,-,x
5669,70,Above average,x
5670,58,Average,x
5671,42,It's my super power,x
5672,37,Great,x
5673,32,Good,x
5674,30,Poor,x
5675,8,Lessening with age,x
5676,4,Very good,x
5677,1,it's my super power,x
5678,1,lessening with age,x
5679,1,Plugged,x
5680,Phenotype,ALS,x
5681,6255,-,x
5682,119,No,x
5683,20,Dont know,x
5684,8,Rs3825776,x
5685,1,rs3825776,x
5686,1,A family member had ALS,x
5687,1,A family member had als,x
5688,Phenotype,Female Pattern Baldnes,x
5689,6296,-,x
5690,71,No,x
5691,18,N/a,x
5692,6,Genetic,x
5693,5,Im a man with full head of hair ,x
5694,4,Thinning on top,x
5695,3,thinning on top,x
5696,1,Thinning on top bald spot at crown,x
5697,1,widows peak,x
5698,Phenotype,Migraine,Migraine
5699,6137,-,-
5700,108,No,No
5701,68,Yes both with and without aura,Yes
5702,37,Yes without aura,Yes
5703,12,Not sure it really is a migraine,U
5704,10,Yes always with aura,Yes
5705,6,Occasional,U
5706,6,Vestibular migraine with and without aura,U
5707,4,no,No
5708,2,Yes hemiplegic with aura,Yes
5709,2,yes both with and without aura,Yes
5710,2,occasional,Yes
5711,2,Rarely,U
5712,1,yes basilar,Yes
5713,1,Migraine with aura,Yes
5714,1,Diagnosed as Teenager Migraine free as adult,U
5715,1,ordinary and hemiplegia migraines both without aura,U
5716,1,complex migraine,Yes
5717,1,Complex migraine,Yes
5718,1,Vestibular Migraine with and without aura,Yes
5719,1,yes hemiplegic with aura,Yes
5720,1,Acephalgic (with aura but without pain),Yes
5721,Phenotype,Daily Sleep Duration (hours),x
5722,6173,-,x
5723,55,8-10,x
5724,50,6-8,x
5725,49,5-7,x
5726,36,4-6,x
5727,7,7-8,x
5728,7,7-9,x
5729,6,10-11,x
5730,6,5-6 ,x
5731,5,6.5-9.5,x
5732,4,6-10,x
5733,3,4hrs x 2 sleep broken by 2 8hr pds. awake,x
5734,2,4-8,x
5735,1,Without R.E.M. reduction meds will oversleep and feel like hell. With even 4-6 hours is better. Short sleeper? ,x
5736,1,3-6 until I turned 40 now 8-10,x
5737,Phenotype,sex drive,x
5738,6176,-,x
5739,74,High,x
5740,61,Medium,x
5741,44,Low,x
5742,23,Very high,x
5743,11,Very high - monogamous. no interest outside partner,x
5744,10,None,x
5745,2,Good,x
5746,1,high,x
5747,1,none,x
5748,1,medium,x
5749,1,Very high before menopause--now dead below the waist.,x
5750,Phenotype,Phobia,Phobia
5751,6064,-,-
5752,125,No,No
5753,51,Yes,Yes
5754,50,Social,Yes
5755,27,Height,Yes
5756,19,Arachnophobia,Yes
5757,10,Several,Yes
5758,7,yes,Yes
5759,6,Acrophobia,Yes
5760,6,Agoraphpboa panic disorder,Yes
5761,5,Claustrophobia,Yes
5762,4,Cockroaches,Yes
5763,4,Rats,Yes
5764,3,Public speaking,Yes
5765,2,Bridges,Yes
5766,2,Trypophobia,Yes
5767,2,Fear of deep waters,Yes
5768,2,no,Yes
5769,1,bridges,Yes
5770,1,agoraphpboa panic disorder,Yes
5771,1,Snakes,Yes
5772,1,Fear of deep waters spiders spiders in deep water high places and spiders in high places.,Yes
5773,1,Yes those lg yellow grasshoppers in Miami FL.,Yes
5774,1,Cynophobia,Yes
5775,1,snakes,Yes
5776,1,social,Yes
5777,1,batophobia trypophobia,Yes
5778,1,Many things cause adrenaline - but i like it,Yes
5779,1,bees,Yes
5780,1,many things cause adrenaline - but I like it,Yes
5781,1,claustrophobia,Yes
5782,1,acrophobia,Yes
5783,1,pressure cookers,Yes
5784,1,rats,Yes
5785,Phenotype,hair on ear,hair on ear
5786,6231,-,-
5787,93,No,No
5788,63,Yes,Yes
5789,16,Yes - after 40,Yes
5790,1,no,No
5791,1,yes - after 40,Yes
5792,Phenotype,glass eye,x
5793,6320,-,x
5794,53,None,x
5795,18,No,x
5796,7,Wtf?,x
5797,3,Not yet,x
5798,1,none,x
5799,1,depletion of eye,x
5800,1,wtf?,x
5801,1,Not yet serious eye problems though.,x
5802,Phenotype,Grey hair very late ,x
5803,6341,-,x
5804,22,Premature greying,x
5805,12,I get few of them  older than other people,x
